timestamp,x,y,yaw,speed,target_speed,lateral_error,steer_cmd,accel_cmd
37.050,61.791,-36.916,-1.405,2.592,2.600,0.152,-0.083,-0.755
37.100,61.807,-37.018,-1.405,2.554,2.600,0.152,-0.079,-1.273
37.150,61.831,-37.168,-1.406,2.490,2.600,0.152,-0.072,-1.783
37.200,61.847,-37.265,-1.407,2.410,2.600,0.152,-0.065,-2.183
37.250,61.869,-37.406,-1.409,2.292,2.600,0.151,-0.058,0.495
37.300,61.883,-37.497,-1.409,2.317,2.600,0.151,-0.051,1.790
37.350,61.905,-37.636,-1.411,2.406,2.600,0.150,-0.041,2.000
37.400,61.920,-37.731,-1.412,2.476,2.600,0.149,-0.032,2.000
37.450,61.943,-37.882,-1.414,2.600,2.600,0.148,-0.020,2.000
37.500,61.958,-37.985,-1.415,2.600,2.600,0.147,-0.010,2.000
37.550,61.981,-38.139,-1.417,2.600,2.600,0.145,0.003,1.900
37.600,61.996,-38.242,-1.418,2.600,2.600,0.144,0.015,1.670
37.650,62.019,-38.396,-1.420,2.600,2.600,0.141,0.027,1.270
37.700,62.034,-38.499,-1.421,2.600,2.600,0.140,0.038,0.834
37.750,62.056,-38.653,-1.422,2.600,2.600,0.137,0.050,0.294
37.800,62.071,-38.756,-1.423,2.600,2.600,0.135,0.060,-0.238
37.850,62.093,-38.910,-1.424,2.588,2.600,0.132,0.070,-0.829
37.900,62.107,-39.012,-1.424,2.547,2.600,0.130,0.078,-1.340
37.950,62.128,-39.162,-1.425,2.480,2.600,0.127,0.086,-1.840
38.000,62.142,-39.260,-1.425,2.395,2.600,0.125,0.092,-2.227
38.050,62.162,-39.399,-1.425,2.276,2.600,0.122,0.094,0.468
38.100,62.174,-39.490,-1.425,2.300,2.600,0.120,0.094,1.778
38.150,62.194,-39.628,-1.424,2.389,2.600,0.117,0.090,2.000
38.200,62.207,-39.724,-1.424,2.474,2.600,0.115,0.084,2.000
38.250,62.229,-39.873,-1.423,2.589,2.600,0.113,0.076,2.000
38.300,62.243,-39.976,-1.422,2.600,2.600,0.111,0.068,2.000
38.350,62.266,-40.130,-1.420,2.600,2.600,0.108,0.059,1.882
38.400,62.281,-40.233,-1.419,2.600,2.600,0.107,0.050,1.640
38.451,62.303,-40.387,-1.417,2.600,2.600,0.104,0.040,1.231
38.500,62.319,-40.490,-1.416,2.600,2.600,0.103,0.030,0.790
