timestamp,x,y,yaw,speed,target_speed,lateral_error,steer_cmd,accel_cmd
0.050,6.089,1.763,0.006,-0.000,2.600,0.000,0.008,2.000
0.100,6.089,1.763,0.006,0.070,2.600,-0.000,0.017,2.000
0.150,6.097,1.763,0.006,0.200,2.600,-0.000,0.028,2.000
0.200,6.106,1.763,0.007,0.295,2.600,-0.000,0.037,2.000
0.250,6.126,1.763,0.007,0.400,2.600,-0.000,0.045,2.000
0.300,6.143,1.763,0.007,0.480,2.600,-0.001,0.049,2.000
0.350,6.174,1.763,0.008,0.600,2.600,-0.001,0.050,2.000
0.400,6.199,1.763,0.008,0.690,2.600,-0.001,0.047,2.000
0.450,6.243,1.764,0.009,0.800,2.600,-0.002,0.041,2.000
0.500,6.276,1.764,0.010,0.885,2.600,-0.002,0.032,2.000
0.550,6.332,1.764,0.012,1.000,2.600,-0.002,0.019,2.000
0.600,6.372,1.764,0.013,1.075,2.600,-0.003,0.005,2.000
0.650,6.440,1.765,0.015,1.200,2.600,-0.003,-0.011,2.000
0.700,6.489,1.765,0.016,1.285,2.600,-0.003,-0.027,2.000
0.750,6.569,1.766,0.019,1.400,2.600,-0.003,-0.044,2.000
0.800,6.626,1.767,0.020,1.485,2.600,-0.003,-0.059,2.000
0.850,6.717,1.768,0.022,1.600,2.600,-0.003,-0.076,1.868
0.900,6.782,1.769,0.023,1.690,2.600,-0.003,-0.089,1.563
0.950,6.885,1.771,0.024,1.772,2.600,-0.002,-0.103,1.088
1.000,6.957,1.772,0.025,1.826,2.600,-0.002,-0.114,0.583
1.050,7.067,1.774,0.026,1.855,2.600,-0.001,-0.124,0.029
1.100,7.142,1.776,0.027,1.857,2.600,0.006,-0.156,1.953
1.150,7.255,1.778,0.027,1.954,2.600,0.007,-0.172,2.000
1.200,7.334,1.780,0.027,2.044,2.600,0.008,-0.177,2.000
1.250,7.459,1.782,0.026,2.154,2.600,0.010,-0.175,2.000
1.300,7.546,1.784,0.025,2.249,2.600,0.011,-0.168,2.000
1.350,7.683,1.786,0.023,2.354,2.600,0.013,-0.155,2.000
1.400,7.778,1.788,0.022,2.444,2.600,0.014,-0.141,2.000
1.450,7.927,1.790,0.019,2.554,2.600,0.015,-0.122,1.880
1.500,8.030,1.791,0.017,2.600,2.600,0.015,-0.103,1.580
1.550,8.186,1.793,0.014,2.600,2.600,0.016,-0.081,1.133
1.600,8.290,1.793,0.011,2.600,2.600,0.016,-0.060,0.664
1.650,8.446,1.794,0.008,2.600,2.600,0.015,-0.036,0.101
1.700,8.550,1.794,0.005,2.600,2.600,0.015,-0.014,-0.445
1.750,8.705,1.793,0.002,2.578,2.600,0.013,0.011,-1.033
1.800,8.808,1.793,-0.000,2.526,2.600,0.012,0.033,-1.528
1.850,8.958,1.792,-0.003,2.450,2.600,0.010,0.058,-2.003
1.900,9.055,1.790,-0.005,2.355,2.600,0.008,0.079,-2.357
1.950,9.194,1.789,-0.007,2.232,2.600,0.005,0.099,0.386
2.000,9.283,1.787,-0.009,2.251,2.600,0.004,0.114,1.740
2.050,9.420,1.785,-0.010,2.338,2.600,0.001,0.127,2.000
2.100,9.514,1.784,-0.011,2.423,2.600,-0.002,0.135,2.000
2.150,9.662,1.781,-0.012,2.538,2.600,-0.005,0.142,2.000
2.200,9.765,1.779,-0.012,2.600,2.600,-0.008,0.145,2.000
2.250,9.921,1.776,-0.012,2.600,2.600,-0.012,0.147,1.833
2.300,10.025,1.774,-0.012,2.600,2.600,-0.014,0.147,1.556
2.350,10.181,1.772,-0.011,2.600,2.600,-0.018,0.144,1.125
2.400,10.285,1.770,-0.010,2.600,2.600,-0.020,0.140,0.668
2.450,10.441,1.767,-0.008,2.600,2.600,-0.024,0.131,0.112
2.500,10.545,1.766,-0.007,2.600,2.600,-0.026,0.123,-0.429
2.550,10.700,1.764,-0.005,2.579,2.600,-0.029,0.110,-1.014
2.600,10.802,1.763,-0.003,2.528,2.600,-0.031,0.097,-1.509
2.650,10.952,1.762,-0.001,2.452,2.600,-0.033,0.081,-1.985
2.700,11.049,1.761,0.001,2.353,2.600,-0.034,0.067,-2.334
2.750,11.189,1.760,0.004,2.236,2.600,-0.036,0.049,0.401
2.800,11.278,1.760,0.005,2.256,2.600,-0.036,0.032,1.747
2.850,11.416,1.760,0.008,2.344,2.600,-0.037,0.013,2.000
2.900,11.510,1.761,0.010,2.439,2.600,-0.038,-0.004,2.000
2.950,11.659,1.761,0.013,2.544,2.600,-0.038,-0.024,2.000
3.000,11.761,1.762,0.015,2.600,2.600,-0.038,-0.041,2.000
3.050,11.917,1.763,0.017,2.600,2.600,-0.037,-0.060,1.838
3.100,12.021,1.765,0.019,2.600,2.600,-0.037,-0.075,1.566
3.150,12.177,1.767,0.021,2.600,2.600,-0.036,-0.091,1.137
3.200,12.281,1.768,0.022,2.600,2.600,-0.035,-0.104,0.682
3.250,12.437,1.771,0.023,2.600,2.600,-0.033,-0.116,0.128
3.300,12.541,1.773,0.024,2.600,2.600,-0.032,-0.126,-0.413
3.350,12.697,1.775,0.024,2.579,2.600,-0.030,-0.133,-0.999
3.400,12.799,1.777,0.025,2.529,2.600,-0.029,-0.139,-1.495
3.450,12.949,1.780,0.024,2.455,2.600,-0.027,-0.143,-1.973
3.500,13.046,1.782,0.024,2.356,2.600,-0.026,-0.145,-2.325
3.550,13.185,1.784,0.023,2.240,2.600,-0.025,-0.142,0.407
3.600,13.275,1.786,0.022,2.260,2.600,-0.024,-0.136,1.750
3.650,13.413,1.788,0.021,2.348,2.600,-0.023,-0.124,2.000
3.700,13.508,1.789,0.019,2.443,2.600,-0.022,-0.112,2.000
3.750,13.656,1.791,0.017,2.548,2.600,-0.021,-0.094,2.000
3.800,13.759,1.792,0.015,2.600,2.600,-0.021,-0.078,2.000
3.850,13.915,1.793,0.012,2.600,2.600,-0.021,-0.059,1.842
3.900,14.019,1.793,0.010,2.600,2.600,-0.021,-0.041,1.571
3.950,14.175,1.794,0.007,2.600,2.600,-0.021,-0.020,1.144
4.000,14.279,1.794,0.005,2.600,2.600,-0.022,-0.002,0.690
4.050,14.435,1.793,0.002,2.600,2.600,-0.024,0.019,0.136
4.100,14.539,1.793,0.001,2.600,2.600,-0.025,0.036,-0.404
4.151,14.694,1.792,-0.002,2.580,2.600,-0.027,0.056,-0.990
4.200,14.797,1.791,-0.003,2.530,2.600,-0.028,0.072,-1.487
4.250,14.947,1.789,-0.005,2.456,2.600,-0.031,0.090,-1.965
4.300,15.044,1.788,-0.006,2.358,2.600,-0.033,0.104,-2.319
4.350,15.183,1.786,-0.008,2.242,2.600,-0.036,0.117,0.298
4.400,15.273,1.785,-0.008,2.257,2.600,-0.038,0.125,1.640
4.450,15.410,1.783,-0.009,2.339,2.600,-0.040,0.130,2.000
4.500,15.505,1.781,-0.009,2.429,2.600,-0.042,0.132,2.000
4.550,15.653,1.779,-0.008,2.539,2.600,-0.046,0.131,2.000
4.600,15.755,1.778,-0.008,2.600,2.600,-0.048,0.128,1.962
4.650,15.911,1.775,-0.007,2.600,2.600,-0.051,0.122,1.693
4.700,16.015,1.774,-0.006,2.600,2.600,-0.053,0.116,1.347
4.750,16.171,1.772,-0.004,2.600,2.600,-0.056,0.106,0.868
4.800,16.275,1.771,-0.003,2.600,2.600,-0.057,0.096,0.379
4.850,16.431,1.770,-0.001,2.600,2.600,-0.060,0.083,-0.199
4.900,16.535,1.769,0.001,2.590,2.600,-0.061,0.070,-0.743
4.950,16.689,1.769,0.003,2.553,2.600,-0.063,0.054,-1.308
5.000,16.791,1.768,0.005,2.488,2.600,-0.064,0.040,-1.768
5.050,16.938,1.768,0.007,2.399,2.600,-0.065,0.022,-2.200
5.100,17.033,1.768,0.009,2.299,2.600,-0.065,0.006,-2.515
5.150,17.168,1.769,0.011,2.163,2.600,-0.065,-0.010,0.243
5.200,17.255,1.769,0.012,2.176,2.600,-0.066,-0.023,1.643
5.250,17.387,1.770,0.014,2.258,2.600,-0.065,-0.038,2.000
5.300,17.478,1.771,0.015,2.338,2.600,-0.065,-0.049,2.000
5.350,17.621,1.772,0.017,2.458,2.600,-0.065,-0.061,2.000
5.400,17.721,1.774,0.018,2.553,2.600,-0.064,-0.071,1.975
5.450,17.875,1.776,0.020,2.600,2.600,-0.063,-0.081,1.657
5.500,17.979,1.777,0.020,2.600,2.600,-0.063,-0.089,1.278
5.550,18.135,1.779,0.021,2.600,2.600,-0.061,-0.096,0.776
5.600,18.239,1.781,0.021,2.600,2.600,-0.060,-0.102,0.271
5.650,18.395,1.783,0.022,2.600,2.600,-0.059,-0.106,-0.317
5.700,18.499,1.785,0.022,2.584,2.600,-0.058,-0.108,-0.861
5.750,18.653,1.787,0.021,2.541,2.600,-0.057,-0.109,-1.418
5.800,18.753,1.788,0.021,2.470,2.600,-0.056,-0.108,-1.865
5.850,18.900,1.790,0.020,2.377,2.600,-0.055,-0.106,-2.279
5.900,18.994,1.792,0.019,2.277,2.600,-0.054,-0.103,-2.582
5.950,19.127,1.793,0.018,2.134,2.600,-0.054,-0.096,0.459
6.000,19.213,1.794,0.017,2.157,2.600,-0.053,-0.086,1.887
6.050,19.344,1.795,0.015,2.251,2.600,-0.053,-0.073,2.000
6.100,19.435,1.796,0.013,2.341,2.600,-0.053,-0.059,2.000
6.150,19.578,1.797,0.011,2.451,2.600,-0.053,-0.042,2.000
6.200,19.677,1.797,0.010,2.551,2.600,-0.053,-0.027,2.000
6.250,19.831,1.798,0.007,2.600,2.600,-0.054,-0.009,1.972
6.300,19.935,1.798,0.005,2.600,2.600,-0.054,0.007,1.791
6.350,20.091,1.797,0.003,2.600,2.600,-0.056,0.024,1.425
6.400,20.195,1.797,0.002,2.600,2.600,-0.057,0.039,1.013
6.450,20.351,1.796,-0.000,2.600,2.600,-0.059,0.054,0.488
6.500,20.455,1.795,-0.002,2.600,2.600,-0.060,0.067,-0.033
6.550,20.611,1.794,-0.003,2.598,2.600,-0.063,0.080,-0.630
6.600,20.714,1.793,-0.004,2.567,2.600,-0.064,0.091,-1.159
6.650,20.867,1.791,-0.005,2.509,2.600,-0.067,0.101,-1.684
6.700,20.966,1.790,-0.006,2.425,2.600,-0.069,0.108,-2.091
6.750,21.110,1.788,-0.006,2.320,2.600,-0.071,0.115,0.552
6.800,21.203,1.787,-0.006,2.348,2.600,-0.073,0.117,1.817
6.850,21.346,1.785,-0.006,2.439,2.600,-0.076,0.117,2.000
6.900,21.444,1.784,-0.005,2.529,2.600,-0.078,0.114,2.000
6.950,21.598,1.782,-0.004,2.600,2.600,-0.080,0.108,2.000
7.000,21.702,1.781,-0.003,2.600,2.600,-0.082,0.102,2.000
7.050,21.858,1.780,-0.002,2.600,2.600,-0.084,0.092,1.931
7.100,21.962,1.779,-0.000,2.600,2.600,-0.086,0.083,1.723
7.150,22.118,1.778,0.002,2.600,2.600,-0.088,0.070,1.337
7.200,22.222,1.778,0.003,2.600,2.600,-0.089,0.059,0.912
7.250,22.378,1.777,0.005,2.600,2.600,-0.090,0.044,0.378
7.300,22.482,1.777,0.007,2.600,2.600,-0.091,0.030,-0.149
7.350,22.637,1.778,0.009,2.593,2.600,-0.092,0.014,-0.742
7.400,22.740,1.778,0.010,2.555,2.600,-0.092,-0.001,-1.261
7.450,22.892,1.779,0.013,2.492,2.600,-0.092,-0.018,-1.772
7.500,22.991,1.779,0.014,2.404,2.600,-0.092,-0.033,-2.162
7.550,23.133,1.781,0.016,2.296,2.600,-0.092,-0.046,0.508
7.600,23.225,1.782,0.017,2.321,2.600,-0.092,-0.056,1.796
7.650,23.366,1.783,0.018,2.411,2.600,-0.091,-0.066,2.000
7.700,23.464,1.784,0.019,2.501,2.600,-0.090,-0.073,2.000
7.750,23.616,1.786,0.020,2.600,2.600,-0.089,-0.079,2.000
7.800,23.720,1.788,0.020,2.600,2.600,-0.089,-0.085,2.000
7.850,23.876,1.790,0.021,2.600,2.600,-0.087,-0.089,1.903
7.900,23.980,1.791,0.021,2.600,2.600,-0.087,-0.092,1.675
7.950,24.136,1.794,0.021,2.600,2.600,-0.085,-0.094,1.276
8.000,24.240,1.795,0.021,2.600,2.600,-0.084,-0.094,0.841
8.050,24.396,1.797,0.020,2.600,2.600,-0.083,-0.092,0.301
8.100,24.500,1.799,0.019,2.600,2.600,-0.083,-0.089,-0.230
8.150,24.656,1.801,0.018,2.588,2.600,-0.082,-0.084,-0.821
8.200,24.758,1.802,0.018,2.547,2.600,-0.081,-0.079,-1.333
8.250,24.910,1.803,0.016,2.481,2.600,-0.080,-0.072,-1.834
8.300,25.008,1.804,0.015,2.389,2.600,-0.080,-0.065,-2.212
8.350,25.149,1.805,0.014,2.278,2.600,-0.080,-0.054,0.477
8.400,25.241,1.806,0.012,2.302,2.600,-0.080,-0.043,1.782
8.450,25.381,1.807,0.011,2.391,2.600,-0.080,-0.029,2.000
8.500,25.477,1.807,0.009,2.486,2.600,-0.080,-0.016,2.000
8.550,25.628,1.807,0.007,2.591,2.600,-0.081,-0.001,2.000
8.600,25.732,1.807,0.006,2.600,2.600,-0.082,0.011,2.000
8.650,25.888,1.807,0.004,2.600,2.600,-0.083,0.025,1.883
8.700,25.992,1.807,0.003,2.600,2.600,-0.084,0.037,1.642
8.750,26.148,1.806,0.001,2.600,2.600,-0.086,0.049,1.234
8.800,26.252,1.806,0.000,2.600,2.600,-0.087,0.059,0.793
8.850,26.408,1.805,-0.001,2.600,2.600,-0.089,0.069,0.249
8.900,26.512,1.804,-0.001,2.600,2.600,-0.090,0.076,-0.285
8.950,26.668,1.803,-0.002,2.586,2.600,-0.093,0.083,-0.874
9.000,26.771,1.802,-0.002,2.542,2.600,-0.094,0.088,-1.382
9.050,26.921,1.800,-0.003,2.473,2.600,-0.096,0.091,-1.875
9.100,27.019,1.800,-0.003,2.379,2.600,-0.098,0.094,-2.246
9.150,27.160,1.798,-0.002,2.267,2.600,-0.100,0.095,0.456
9.200,27.251,1.798,-0.002,2.290,2.600,-0.101,0.094,1.772
9.250,27.390,1.796,-0.001,2.378,2.600,-0.103,0.090,2.000
9.300,27.486,1.796,-0.000,2.468,2.600,-0.105,0.084,2.000
9.350,27.637,1.795,0.001,2.578,2.600,-0.107,0.076,2.000
9.400,27.740,1.794,0.002,2.600,2.600,-0.108,0.067,2.000
9.450,27.896,1.794,0.004,2.600,2.600,-0.109,0.056,1.872
9.500,28.000,1.794,0.005,2.600,2.600,-0.110,0.046,1.622
9.550,28.156,1.794,0.007,2.600,2.600,-0.111,0.033,1.208
9.600,28.260,1.794,0.008,2.600,2.600,-0.112,0.021,0.764
9.650,28.416,1.794,0.010,2.600,2.600,-0.112,0.007,0.217
9.700,28.520,1.795,0.012,2.600,2.600,-0.112,-0.006,-0.319
9.750,28.676,1.796,0.013,2.584,2.600,-0.113,-0.020,-0.907
9.800,28.778,1.796,0.015,2.539,2.600,-0.112,-0.033,-1.411
9.850,28.929,1.798,0.016,2.468,2.600,-0.112,-0.046,-1.901
9.900,29.027,1.799,0.017,2.373,2.600,-0.112,-0.058,-2.266
9.950,29.167,1.800,0.018,2.260,2.600,-0.111,-0.068,0.443
10.000,29.258,1.801,0.019,2.282,2.600,-0.110,-0.073,1.767
10.050,29.396,1.803,0.019,2.370,2.600,-0.110,-0.078,2.000
10.100,29.492,1.804,0.020,2.460,2.600,-0.109,-0.079,2.000
10.150,29.642,1.806,0.020,2.570,2.600,-0.108,-0.080,2.000
10.200,29.745,1.808,0.020,2.600,2.600,-0.107,-0.079,2.000
10.250,29.901,1.810,0.019,2.600,2.600,-0.106,-0.078,1.864
10.300,30.005,1.811,0.019,2.600,2.600,-0.106,-0.076,1.609
10.350,30.161,1.813,0.018,2.600,2.600,-0.105,-0.072,1.192
10.400,30.265,1.814,0.018,2.600,2.600,-0.104,-0.069,0.744
10.450,30.421,1.816,0.017,2.600,2.600,-0.103,-0.063,0.196
10.500,30.525,1.817,0.016,2.600,2.600,-0.103,-0.057,-0.341
10.550,30.681,1.818,0.014,2.583,2.600,-0.103,-0.049,-0.929
10.600,30.783,1.819,0.013,2.536,2.600,-0.103,-0.042,-1.432
10.650,30.934,1.820,0.012,2.465,2.600,-0.103,-0.033,-1.918
10.700,31.032,1.820,0.011,2.370,2.600,-0.103,-0.026,-2.282
10.750,31.172,1.821,0.009,2.255,2.600,-0.103,-0.015,0.433
10.800,31.262,1.821,0.009,2.277,2.600,-0.104,-0.004,1.762
10.850,31.401,1.821,0.007,2.365,2.600,-0.104,0.007,2.000
10.900,31.496,1.821,0.006,2.460,2.600,-0.105,0.017,2.000
10.950,31.646,1.821,0.005,2.565,2.600,-0.106,0.029,2.000
11.000,31.749,1.821,0.004,2.600,2.600,-0.107,0.038,2.000
11.050,31.905,1.820,0.003,2.600,2.600,-0.108,0.047,1.857
11.100,32.009,1.820,0.002,2.600,2.600,-0.109,0.054,1.598
11.150,32.165,1.819,0.001,2.600,2.600,-0.111,0.061,1.178
11.200,32.269,1.819,0.001,2.600,2.600,-0.112,0.066,0.729
11.250,32.425,1.818,0.000,2.600,2.600,-0.114,0.070,0.179
11.300,32.529,1.817,0.000,2.600,2.600,-0.116,0.072,-0.359
11.350,32.685,1.816,0.000,2.582,2.600,-0.117,0.073,-0.946
11.400,32.787,1.816,0.000,2.535,2.600,-0.119,0.073,-1.447
11.450,32.938,1.815,0.001,2.462,2.600,-0.121,0.072,-1.932
11.500,33.035,1.814,0.001,2.367,2.600,-0.122,0.069,-2.294
11.550,33.175,1.814,0.002,2.251,2.600,-0.123,0.067,0.426
11.600,33.266,1.813,0.003,2.272,2.600,-0.124,0.064,1.758
11.650,33.404,1.813,0.004,2.360,2.600,-0.126,0.057,2.000
11.700,33.499,1.813,0.005,2.455,2.600,-0.126,0.051,2.000
11.750,33.648,1.812,0.006,2.560,2.600,-0.128,0.042,2.000
11.800,33.751,1.812,0.007,2.600,2.600,-0.128,0.034,2.000
11.850,33.907,1.813,0.009,2.600,2.600,-0.129,0.023,1.854
11.900,34.011,1.813,0.010,2.600,2.600,-0.129,0.014,1.593
11.950,34.167,1.813,0.011,2.600,2.600,-0.130,0.002,1.172
12.000,34.271,1.814,0.012,2.600,2.600,-0.130,-0.008,0.722
12.050,34.427,1.815,0.014,2.600,2.600,-0.130,-0.020,0.171
12.100,34.531,1.816,0.015,2.600,2.600,-0.130,-0.029,-0.367
12.150,34.687,1.817,0.016,2.582,2.600,-0.129,-0.040,-0.954
12.200,34.789,1.818,0.017,2.534,2.600,-0.129,-0.050,-1.454
12.250,34.940,1.820,0.018,2.461,2.600,-0.128,-0.060,-1.938
12.300,35.037,1.821,0.018,2.364,2.600,-0.128,-0.068,-2.297
12.350,35.177,1.823,0.019,2.250,2.600,-0.127,-0.073,0.424
12.400,35.267,1.824,0.019,2.271,2.600,-0.126,-0.075,1.758
12.450,35.405,1.825,0.019,2.359,2.600,-0.126,-0.074,2.000
12.500,35.501,1.827,0.019,2.454,2.600,-0.125,-0.072,2.000
12.550,35.650,1.828,0.018,2.559,2.600,-0.124,-0.068,2.000
12.600,35.753,1.830,0.018,2.600,2.600,-0.124,-0.064,2.000
12.650,35.909,1.831,0.017,2.600,2.600,-0.123,-0.059,1.852
12.700,36.013,1.832,0.016,2.600,2.600,-0.123,-0.054,1.589
12.750,36.169,1.834,0.015,2.600,2.600,-0.122,-0.048,1.166
12.800,36.273,1.835,0.014,2.600,2.600,-0.122,-0.042,0.715
12.850,36.429,1.836,0.013,2.600,2.600,-0.122,-0.034,0.164
12.900,36.533,1.837,0.012,2.600,2.600,-0.122,-0.027,-0.375
12.950,36.688,1.837,0.011,2.581,2.600,-0.122,-0.018,-0.962
13.000,36.791,1.838,0.010,2.533,2.600,-0.122,-0.011,-1.461
13.050,36.941,1.838,0.009,2.460,2.600,-0.123,-0.003,-1.944
13.100,37.039,1.838,0.008,2.363,2.600,-0.123,0.004,-2.302
13.150,37.178,1.839,0.007,2.248,2.600,-0.124,0.014,0.421
13.200,37.269,1.839,0.006,2.269,2.600,-0.124,0.023,1.756
13.250,37.406,1.838,0.005,2.357,2.600,-0.125,0.031,2.000
13.300,37.502,1.838,0.005,2.442,2.600,-0.126,0.038,2.000
13.350,37.651,1.838,0.004,2.557,2.600,-0.127,0.046,2.000
13.400,37.754,1.838,0.003,2.600,2.600,-0.128,0.051,2.000
13.450,37.910,1.837,0.003,2.600,2.600,-0.130,0.056,1.851
13.500,38.014,1.837,0.003,2.600,2.600,-0.131,0.059,1.587
13.550,38.170,1.836,0.002,2.600,2.600,-0.133,0.061,1.163
13.600,38.274,1.836,0.002,2.600,2.600,-0.134,0.062,0.712
13.650,38.430,1.835,0.003,2.600,2.600,-0.135,0.061,0.161
13.700,38.534,1.835,0.003,2.600,2.600,-0.136,0.059,-0.378
13.750,38.689,1.834,0.003,2.581,2.600,-0.138,0.056,-0.965
13.800,38.792,1.834,0.004,2.533,2.600,-0.139,0.053,-1.464
13.850,38.942,1.834,0.005,2.460,2.600,-0.140,0.047,-1.946
13.900,39.039,1.834,0.005,2.365,2.600,-0.141,0.042,-2.306
13.950,39.179,1.833,0.006,2.247,2.600,-0.142,0.037,0.306
14.000,39.269,1.833,0.007,2.262,2.600,-0.142,0.033,1.644
14.050,39.407,1.834,0.008,2.345,2.600,-0.143,0.027,2.000
14.100,39.501,1.834,0.009,2.435,2.600,-0.144,0.021,2.000
14.150,39.650,1.834,0.010,2.545,2.600,-0.144,0.013,2.000
14.200,39.752,1.835,0.011,2.600,2.600,-0.144,0.007,1.967
14.250,39.908,1.835,0.012,2.600,2.600,-0.145,-0.002,1.703
14.300,40.012,1.836,0.013,2.600,2.600,-0.145,-0.010,1.360
14.350,40.168,1.837,0.014,2.600,2.600,-0.145,-0.019,0.882
14.400,40.272,1.838,0.015,2.600,2.600,-0.144,-0.026,0.394
14.450,40.428,1.839,0.016,2.600,2.600,-0.144,-0.035,-0.183
14.500,40.584,1.841,0.016,2.591,2.600,-0.144,-0.043,-0.808
14.550,40.687,1.842,0.017,2.550,2.600,-0.143,-0.049,-1.344
14.600,40.788,1.843,0.017,2.483,2.600,-0.143,-0.055,-1.782
14.650,40.935,1.845,0.018,2.394,2.600,-0.142,-0.062,-2.197
14.700,41.030,1.846,0.018,2.294,2.600,-0.142,-0.067,-2.501
14.750,41.164,1.847,0.018,2.159,2.600,-0.141,-0.067,0.262
14.800,41.251,1.848,0.017,2.172,2.600,-0.141,-0.066,1.658
14.850,41.383,1.849,0.017,2.255,2.600,-0.140,-0.062,2.000
14.900,41.474,1.850,0.017,2.345,2.600,-0.140,-0.057,2.000
14.950,41.617,1.852,0.016,2.455,2.600,-0.139,-0.050,2.000
15.000,41.716,1.853,0.015,2.545,2.600,-0.139,-0.043,1.992
15.050,41.870,1.854,0.014,2.600,2.600,-0.139,-0.035,1.676
15.100,41.974,1.855,0.013,2.600,2.600,-0.138,-0.028,1.299
15.150,42.130,1.856,0.012,2.600,2.600,-0.138,-0.020,0.798
15.200,42.234,1.856,0.011,2.600,2.600,-0.139,-0.013,0.293
15.250,42.390,1.857,0.010,2.600,2.600,-0.139,-0.005,-0.295
15.300,42.494,1.857,0.009,2.585,2.600,-0.139,0.002,-0.840
15.350,42.648,1.858,0.008,2.543,2.600,-0.140,0.009,-1.399
15.400,42.749,1.858,0.007,2.473,2.600,-0.140,0.015,-1.849
15.450,42.896,1.858,0.006,2.381,2.600,-0.141,0.022,-2.267
15.500,42.990,1.858,0.006,2.281,2.600,-0.142,0.027,-2.572
15.550,43.124,1.858,0.005,2.139,2.600,-0.143,0.035,0.463
15.600,43.210,1.857,0.005,2.162,2.600,-0.144,0.041,1.888
15.650,43.341,1.857,0.004,2.257,2.600,-0.145,0.046,2.000
15.700,43.432,1.857,0.004,2.347,2.600,-0.146,0.050,2.000
15.750,43.575,1.857,0.004,2.457,2.600,-0.147,0.053,2.000
15.800,43.674,1.856,0.004,2.542,2.600,-0.148,0.055,2.000
15.850,43.829,1.856,0.004,2.600,2.600,-0.149,0.055,1.976
15.900,43.933,1.856,0.004,2.600,2.600,-0.150,0.054,1.799
15.950,44.089,1.855,0.005,2.600,2.600,-0.151,0.052,1.434
16.000,44.193,1.855,0.005,2.600,2.600,-0.152,0.049,1.023
16.050,44.349,1.855,0.006,2.600,2.600,-0.153,0.045,0.500
16.100,44.453,1.855,0.006,2.600,2.600,-0.154,0.040,-0.021
16.150,44.609,1.855,0.007,2.599,2.600,-0.155,0.034,-0.618
16.200,44.712,1.855,0.008,2.568,2.600,-0.156,0.028,-1.148
16.250,44.865,1.855,0.009,2.511,2.600,-0.156,0.020,-1.675
16.300,44.964,1.856,0.009,2.427,2.600,-0.157,0.012,-2.084
16.350,45.108,1.856,0.010,2.323,2.600,-0.157,0.007,0.556
16.400,45.201,1.857,0.011,2.351,2.600,-0.157,0.002,1.818
16.450,45.344,1.857,0.012,2.442,2.600,-0.158,-0.003,2.000
16.500,45.442,1.858,0.013,2.497,2.600,-0.158,-0.008,2.000
16.550,45.595,1.859,0.013,2.600,2.600,-0.158,-0.013,2.000
16.600,45.699,1.860,0.014,2.600,2.600,-0.157,-0.018,2.000
16.650,45.855,1.861,0.015,2.600,2.600,-0.157,-0.024,1.936
16.700,45.959,1.862,0.015,2.600,2.600,-0.157,-0.029,1.730
16.750,46.115,1.863,0.016,2.600,2.600,-0.157,-0.034,1.346
16.800,46.219,1.864,0.016,2.600,2.600,-0.156,-0.038,0.922
16.850,46.375,1.866,0.017,2.600,2.600,-0.156,-0.042,0.390
16.900,46.479,1.867,0.017,2.600,2.600,-0.155,-0.045,-0.137
16.950,46.635,1.868,0.017,2.593,2.600,-0.155,-0.048,-0.731
17.000,46.738,1.870,0.017,2.557,2.600,-0.154,-0.050,-1.251
17.050,46.890,1.871,0.017,2.494,2.600,-0.154,-0.052,-1.763
17.100,46.989,1.872,0.016,2.406,2.600,-0.153,-0.053,-2.155
17.150,47.131,1.874,0.016,2.298,2.600,-0.153,-0.050,0.402
17.200,47.224,1.874,0.016,2.318,2.600,-0.152,-0.046,1.689
17.250,47.364,1.876,0.015,2.403,2.600,-0.152,-0.040,2.000
17.300,47.461,1.876,0.014,2.488,2.600,-0.152,-0.034,2.000
17.350,47.613,1.878,0.013,2.600,2.600,-0.152,-0.026,2.000
17.400,47.717,1.878,0.013,2.600,2.600,-0.152,-0.019,2.000
17.450,47.873,1.879,0.012,2.600,2.600,-0.152,-0.012,1.779
17.500,47.977,1.880,0.011,2.600,2.600,-0.152,-0.006,1.466
17.550,48.133,1.880,0.010,2.600,2.600,-0.152,0.001,1.010
17.600,48.237,1.881,0.009,2.600,2.600,-0.153,0.007,0.536
17.650,48.393,1.881,0.008,2.600,2.600,-0.153,0.013,-0.032
17.700,48.497,1.881,0.008,2.598,2.600,-0.154,0.018,-0.579
17.750,48.652,1.881,0.007,2.569,2.600,-0.155,0.023,-1.158
17.800,48.754,1.881,0.007,2.512,2.600,-0.155,0.027,-1.639
17.850,48.903,1.881,0.006,2.430,2.600,-0.156,0.031,-2.096
17.900,48.999,1.881,0.006,2.325,2.600,-0.157,0.034,-2.424
17.950,49.136,1.881,0.005,2.204,2.600,-0.158,0.045,0.293
18.000,49.225,1.881,0.005,2.218,2.600,-0.159,0.052,1.663
18.050,49.360,1.881,0.005,2.301,2.600,-0.160,0.056,2.000
18.100,49.453,1.881,0.005,2.396,2.600,-0.160,0.057,2.000
18.150,49.599,1.881,0.006,2.501,2.600,-0.162,0.058,2.000
18.200,49.699,1.881,0.006,2.591,2.600,-0.162,0.057,1.961
18.250,49.855,1.880,0.006,2.600,2.600,-0.163,0.054,1.680
18.300,49.959,1.880,0.007,2.600,2.600,-0.164,0.050,1.326
18.350,50.115,1.881,0.008,2.600,2.600,-0.165,0.044,0.842
18.400,50.219,1.881,0.008,2.600,2.600,-0.165,0.039,0.348
